filepaths,users,genders,words,f0_prob,f0_std,f0_mean
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/aeroporto_F015_003.wav,F015,F,aeroporto,"[[207.49432874]
 [200.42631018]
 [182.73317429]]",196.88,10.41
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/aeroporto_F015_004.wav,F015,F,aeroporto,"[[193.59905428]
 [190.2731384 ]
 [191.37537948]
 [         nan]]",,
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/aeroporto_F015_005.wav,F015,F,aeroporto,"[[201.58736798]
 [201.58736798]
 [202.75515173]
 [187.00435977]
 [188.08766501]
 [234.25371135]
 [228.90334919]]",206.31,17.13
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/aeroporto_F015_006.wav,F015,F,aeroporto,"[[199.27193958]
 [199.27193958]
 [200.42631018]
 [245.33253515]
 [188.08766501]
 [190.2731384 ]
 [193.59905428]
 [196.98310614]]",201.66,17.03
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/aeroporto_F015_007.wav,F015,F,aeroporto,"[[198.12421766]
 [196.98310614]
 [196.98310614]
 [196.98310614]
 [255.45548363]
 [181.68070865]]",204.37,23.55
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/aeroporto_F015_008.wav,F015,F,aeroporto,"[[192.48400577]
 [192.48400577]
 [191.37537948]
 [252.52132715]
 [249.62087232]
 [246.75373207]]",220.87,28.81
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/aeroporto_F015_009.wav,F015,F,aeroporto,"[[193.59905428]
 [202.75515173]]",198.18,4.58
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/aeroporto_F015_010.wav,F015,F,aeroporto,"[[191.37537948]
 [193.59905428]
 [198.12421766]
 [235.6107293 ]
 [235.6107293 ]
 [239.7291323 ]
 [239.7291323 ]]",219.11,21.56
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/aeroporto_F016_001.wav,F016,F,aeroporto,"[[199.27193958]
 [198.12421766]
 [200.42631018]
 [202.75515173]
 [230.2293728 ]
 [230.2293728 ]
 [230.2293728 ]
 [226.27416998]]",214.69,14.65
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/aeroporto_F016_002.wav,F016,F,aeroporto,"[[191.37537948]
 [193.59905428]
 [228.90334919]
 [230.2293728 ]
 [196.98310614]]",208.22,17.53
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/aeroporto_F016_003.wav,F016,F,aeroporto,"[[193.59905428]
 [195.84856693]
 [234.25371135]
 [196.98310614]]",205.17,16.83
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/aeroporto_F016_004.wav,F016,F,aeroporto,"[[188.08766501]
 [188.08766501]
 [234.25371135]
 [232.90450925]
 [198.12421766]
 [200.42631018]
 [206.29924935]]",206.88,17.93
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/aeroporto_F016_005.wav,F016,F,aeroporto,"[[188.08766501]
 [190.2731384 ]
 [226.27416998]
 [226.27416998]
 [224.97092666]
 [218.56644108]]",212.41,16.64
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/aeroporto_F016_006.wav,F016,F,aeroporto,"[[223.67518947]
 [216.05599139]]",219.87,3.81
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/aeroporto_F016_007.wav,F016,F,aeroporto,"[[192.48400577]
 [193.59905428]
 [232.90450925]
 [232.90450925]
 [228.90334919]]",216.16,18.94
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/aeroporto_F016_008.wav,F016,F,aeroporto,"[[191.37537948]
 [192.48400577]
 [219.83258359]]",201.23,13.16
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/aeroporto_F016_009.wav,F016,F,aeroporto,[[218.56644108]],218.57,0.0
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/aeroporto_F016_010.wav,F016,F,aeroporto,"[[190.2731384 ]
 [190.2731384 ]
 [198.12421766]
 [230.2293728 ]
 [230.2293728 ]
 [231.56307799]
 [228.90334919]]",214.23,18.65
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/aeroporto_F017_001.wav,F017,F,aeroporto,"[[213.57437667]
 [219.83258359]
 [231.56307799]
 [234.25371135]
 [235.6107293 ]
 [205.11105311]
 [205.11105311]
 [203.92970037]
 [203.92970037]
 [203.92970037]
 [205.11105311]]",214.72,12.63
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/aeroporto_F017_002.wav,F017,F,aeroporto,"[[211.12126572]
 [264.46410181]
 [265.99612677]
 [200.42631018]
 [199.27193958]
 [196.98310614]
 [196.98310614]
 [195.84856693]
 [195.84856693]]",214.1,27.68
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/aeroporto_F017_003.wav,F017,F,aeroporto,"[[203.92970037]
 [245.33253515]
 [248.18316189]
 [201.58736798]
 [199.27193958]
 [198.12421766]
 [196.98310614]
 [195.84856693]
 [198.12421766]]",209.71,19.94
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/aeroporto_F017_004.wav,F017,F,aeroporto,"[[202.75515173]
 [251.06691133]
 [248.18316189]
 [205.11105311]
 [203.92970037]
 [202.75515173]
 [200.42631018]
 [199.27193958]
 [198.12421766]
 [199.27193958]]",211.09,19.39
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/aeroporto_F017_005.wav,F017,F,aeroporto,"[[256.9353222 ]
 [255.45548363]
 [251.06691133]
 [202.75515173]
 [201.58736798]
 [200.42631018]
 [199.27193958]
 [199.27193958]
 [198.12421766]
 [198.12421766]]",216.3,25.07
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/aeroporto_F017_006.wav,F017,F,aeroporto,"[[256.9353222 ]
 [256.9353222 ]
 [200.42631018]
 [198.12421766]
 [198.12421766]
 [196.98310614]
 [196.98310614]
 [196.98310614]]",212.69,25.57
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/aeroporto_F017_007.wav,F017,F,aeroporto,"[[198.12421766]
 [200.42631018]
 [251.06691133]
 [251.06691133]
 [202.75515173]
 [200.42631018]
 [198.12421766]
 [196.98310614]
 [195.84856693]
 [195.84856693]
 [198.12421766]]",208.07,20.36
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/aeroporto_F017_008.wav,F017,F,aeroporto,"[[201.58736798]
 [202.75515173]
 [242.51465064]
 [243.91952372]
 [242.51465064]
 [202.75515173]
 [201.58736798]
 [200.42631018]
 [200.42631018]
 [201.58736798]
 [205.11105311]]",213.2,18.28
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/aeroporto_F017_009.wav,F017,F,aeroporto,"[[241.11786904]
 [241.11786904]
 [241.11786904]
 [202.75515173]
 [201.58736798]
 [201.58736798]
 [202.75515173]
 [203.92970037]
 [208.69633116]
 [217.30759101]]",216.2,16.91
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/aeroporto_F017_010.wav,F017,F,aeroporto,"[[207.49432874]
 [207.49432874]
 [208.69633116]
 [211.12126572]
 [212.34427877]
 [214.81160044]
 [214.81160044]
 [216.05599139]]",211.6,3.23
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/aeroporto_F018_001.wav,F018,F,aeroporto,"[[221.10606079]
 [221.10606079]
 [221.10606079]
 [221.10606079]
 [219.83258359]
 [219.83258359]
 [217.30759101]
 [217.30759101]
 [217.30759101]
 [212.34427877]
 [228.90334919]
 [235.6107293 ]
 [234.25371135]]",222.09,6.53
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/aeroporto_F018_002.wav,F018,F,aeroporto,"[[214.81160044]
 [214.81160044]
 [214.81160044]
 [214.81160044]
 [214.81160044]
 [214.81160044]
 [212.34427877]
 [206.29924935]
 [208.69633116]
 [213.57437667]
 [218.56644108]
 [232.90450925]]",215.1,6.18
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/aeroporto_F018_003.wav,F018,F,aeroporto,"[[214.81160044]
 [216.05599139]
 [216.05599139]
 [216.05599139]
 [213.57437667]
 [212.34427877]
 [211.12126572]
 [207.49432874]
 [198.12421766]
 [199.27193958]
 [221.10606079]
 [226.27416998]]",212.69,7.73
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/aeroporto_F018_004.wav,F018,F,aeroporto,"[[218.56644108]
 [218.56644108]
 [219.83258359]
 [207.49432874]
 [201.58736798]
 [201.58736798]
 [217.30759101]
 [222.38691517]]",213.42,7.94
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/aeroporto_F018_005.wav,F018,F,aeroporto,"[[213.57437667]
 [214.81160044]
 [214.81160044]
 [213.57437667]
 [202.75515173]
 [202.75515173]
 [200.42631018]
 [201.58736798]
 [221.10606079]
 [227.58496291]]",211.3,8.69
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/aeroporto_F018_006.wav,F018,F,aeroporto,"[[208.69633116]
 [208.69633116]
 [207.49432874]
 [205.11105311]
 [201.58736798]
 [200.42631018]
 [199.27193958]
 [198.12421766]
 [205.11105311]
 [224.97092666]
 [234.25371135]]",208.52,10.72
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/aeroporto_F018_007.wav,F018,F,aeroporto,"[[213.57437667]
 [212.34427877]
 [212.34427877]
 [199.27193958]
 [202.75515173]
 [213.57437667]
 [218.56644108]
 [227.58496291]]",212.5,8.19
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/aeroporto_F018_008.wav,F018,F,aeroporto,"[[208.69633116]
 [208.69633116]
 [207.49432874]
 [206.29924935]
 [202.75515173]
 [200.42631018]
 [199.27193958]
 [198.12421766]
 [205.11105311]
 [232.90450925]
 [231.56307799]]",209.21,11.4
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/aeroporto_F018_009.wav,F018,F,aeroporto,"[[211.12126572]
 [211.12126572]
 [211.12126572]
 [209.90529671]
 [206.29924935]
 [205.11105311]
 [202.75515173]
 [209.90529671]
 [208.69633116]
 [226.27416998]]",210.23,6.0
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/aeroporto_F018_010.wav,F018,F,aeroporto,"[[202.75515173]
 [202.75515173]
 [208.69633116]
 [207.49432874]
 [206.29924935]
 [216.05599139]
 [212.34427877]
 [234.25371135]]",211.33,9.64
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/aeroporto_F019_001.wav,F019,F,aeroporto,"[[173.47629925]
 [173.47629925]
 [241.11786904]
 [239.7291323 ]
 [239.7291323 ]
 [236.97560837]
 [235.6107293 ]]",220.02,29.48
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/aeroporto_F019_002.wav,F019,F,aeroporto,"[[172.47714929]
 [171.48375401]
 [170.49608026]
 [168.53776575]
 [168.53776575]
 [169.5140951 ]
 [230.2293728 ]
 [228.90334919]
 [227.58496291]
 [222.38691517]
 [219.83258359]]",195.45,27.84
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/aeroporto_F019_003.wav,F019,F,aeroporto,"[[165.64238781]
 [164.68835786]
 [164.68835786]
 [175.49199675]
 [177.53111553]
 [223.67518947]
 [223.67518947]
 [221.10606079]
 [217.30759101]]",192.65,26.16
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/aeroporto_F019_004.wav,F019,F,aeroporto,"[[167.56705965]
 [166.60194441]
 [165.64238781]
 [166.60194441]
 [162.79675074]
 [179.59392773]
 [206.29924935]
 [227.58496291]
 [227.58496291]
 [223.67518947]
 [221.10606079]]",192.28,27.26
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/aeroporto_F019_005.wav,F019,F,aeroporto,"[[167.56705965]
 [168.53776575]
 [169.5140951 ]
 [169.5140951 ]
 [235.6107293 ]
 [234.25371135]
 [234.25371135]
 [231.56307799]
 [224.97092666]]",203.98,31.61
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/aeroporto_F019_006.wav,F019,F,aeroporto,"[[179.59392773]
 [179.59392773]
 [178.55954282]
 [177.53111553]
 [176.50861155]
 [173.47629925]
 [234.25371135]
 [234.25371135]
 [232.90450925]
 [232.90450925]]",199.96,27.5
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/aeroporto_F019_007.wav,F019,F,aeroporto,"[[175.49199675]
 [177.53111553]
 [178.55954282]
 [179.59392773]
 [178.55954282]
 [174.48123723]
 [172.47714929]
 [239.7291323 ]
 [239.7291323 ]
 [239.7291323 ]
 [242.51465064]
 [243.91952372]]",203.53,31.85
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/aeroporto_F019_008.wav,F019,F,aeroporto,"[[170.49608026]
 [169.5140951 ]
 [168.53776575]
 [168.53776575]
 [168.53776575]
 [169.5140951 ]
 [184.8564315 ]
 [187.00435977]
 [189.17724576]
 [193.59905428]
 [199.27193958]
 [201.58736798]
 [231.56307799]
 [231.56307799]
 [231.56307799]
 [230.2293728 ]
 [231.56307799]]",195.71,25.26
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/aeroporto_F019_009.wav,F019,F,aeroporto,"[[166.60194441]
 [167.56705965]
 [172.47714929]
 [227.58496291]
 [227.58496291]
 [226.27416998]
 [224.97092666]]",201.87,28.63
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/aeroporto_F019_010.wav,F019,F,aeroporto,"[[166.60194441]
 [167.56705965]
 [172.47714929]
 [227.58496291]
 [227.58496291]
 [226.27416998]
 [224.97092666]]",201.87,28.63
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/aeroporto_F020_001.wav,F020,F,aeroporto,"[[196.98310614]
 [196.98310614]
 [199.27193958]
 [198.12421766]
 [198.12421766]
 [195.84856693]
 [194.72056219]
 [185.92729391]]",195.75,3.94
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/aeroporto_F020_002.wav,F020,F,aeroporto,"[[201.58736798]
 [201.58736798]
 [201.58736798]
 [201.58736798]
 [202.75515173]
 [200.42631018]
 [194.72056219]
 [192.48400577]
 [189.17724576]
 [191.37537948]
 [192.48400577]
 [194.72056219]
 [196.98310614]
 [199.27193958]]",197.2,4.45
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/aeroporto_F020_003.wav,F020,F,aeroporto,"[[199.27193958]
 [198.12421766]
 [198.12421766]
 [198.12421766]
 [196.98310614]
 [192.48400577]
 [189.17724576]
 [189.17724576]
 [184.8564315 ]
 [189.17724576]
 [191.37537948]
 [194.72056219]
 [199.27193958]]",193.91,4.63
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/aeroporto_F020_004.wav,F020,F,aeroporto,"[[200.42631018]
 [199.27193958]
 [198.12421766]
 [196.98310614]
 [195.84856693]
 [195.84856693]
 [180.63430477]
 [187.00435977]
 [189.17724576]
 [191.37537948]
 [194.72056219]]",193.58,5.71
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/aeroporto_F020_005.wav,F020,F,aeroporto,"[[194.72056219]
 [192.48400577]
 [191.37537948]
 [190.2731384 ]
 [188.08766501]
 [184.8564315 ]
 [182.73317429]
 [181.68070865]
 [179.59392773]
 [185.92729391]
 [187.00435977]
 [189.17724576]
 [192.48400577]
 [195.84856693]]",188.3,4.76
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/aeroporto_F020_006.wav,F020,F,aeroporto,"[[193.59905428]
 [192.48400577]
 [190.2731384 ]
 [189.17724576]
 [187.00435977]
 [183.7917368 ]
 [181.68070865]
 [180.63430477]
 [183.7917368 ]
 [183.7917368 ]
 [187.00435977]
 [190.2731384 ]
 [193.59905428]
 [198.12421766]]",188.23,4.97
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/aeroporto_F020_007.wav,F020,F,aeroporto,"[[198.12421766]
 [198.12421766]
 [195.84856693]
 [194.72056219]
 [191.37537948]
 [185.92729391]
 [182.73317429]
 [180.63430477]
 [176.50861155]
 [185.92729391]
 [187.00435977]
 [189.17724576]
 [192.48400577]
 [196.98310614]
 [201.58736798]
 [201.58736798]]",191.17,7.32
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/aeroporto_F020_008.wav,F020,F,aeroporto,"[[194.72056219]
 [193.59905428]
 [192.48400577]
 [191.37537948]
 [187.00435977]
 [184.8564315 ]
 [181.68070865]
 [180.63430477]
 [182.73317429]
 [184.8564315 ]
 [189.17724576]
 [193.59905428]
 [194.72056219]]",188.57,4.99
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/aeroporto_F020_009.wav,F020,F,aeroporto,"[[192.48400577]
 [191.37537948]
 [188.08766501]
 [185.92729391]
 [199.27193958]
 [200.42631018]
 [195.84856693]
 [207.49432874]
 [213.57437667]
 [218.56644108]]",199.31,10.34
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/aeroporto_F020_010.wav,F020,F,aeroporto,"[[190.2731384 ]
 [191.37537948]
 [190.2731384 ]]",190.64,0.52
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/aeroporto_M001_001.wav,M001,M,aeroporto,[],,
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/aeroporto_M001_002.wav,M001,M,aeroporto,[],,
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/aeroporto_M001_003.wav,M001,M,aeroporto,[],,
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/aeroporto_M001_004.wav,M001,M,aeroporto,[],,
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/aeroporto_M001_005.wav,M001,M,aeroporto,[],,
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/aeroporto_M001_006.wav,M001,M,aeroporto,[[104.95264835]],104.95,0.0
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/aeroporto_M001_007.wav,M001,M,aeroporto,[],,
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/aeroporto_M001_008.wav,M001,M,aeroporto,"[[106.17213939]
 [120.55893452]]",113.37,7.19
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/aeroporto_M001_009.wav,M001,M,aeroporto,[],,
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/aeroporto_M001_010.wav,M001,M,aeroporto,"[[108.65379551]
 [115.781539  ]]",112.22,3.56
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/aeroporto_M002_001.wav,M002,M,aeroporto,"[[142.5437949 ]
 [141.72280306]
 [140.09497782]
 [137.68822996]]",140.51,1.85
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/aeroporto_M002_002.wav,M002,M,aeroporto,"[[132.99806338]
 [132.2320509 ]
 [131.47045033]
 [130.71323626]]",131.85,0.85
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/aeroporto_M002_003.wav,M002,M,aeroporto,[],,
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/aeroporto_M002_004.wav,M002,M,aeroporto,"[[132.2320509 ]
 [130.71323626]
 [129.21186669]
 [128.4676611 ]]",130.16,1.45
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/aeroporto_M002_005.wav,M002,M,aeroporto,"[[138.48584976]
 [136.89520411]
 [134.54342644]]",136.64,1.62
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/aeroporto_M002_006.wav,M002,M,aeroporto,"[[135.32282858]
 [133.76851333]
 [132.99806338]
 [130.71323626]]",133.2,1.66
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/aeroporto_M002_007.wav,M002,M,aeroporto,"[[136.89520411]
 [136.10674575]
 [134.54342644]]",135.85,0.98
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/aeroporto_M002_008.wav,M002,M,aeroporto,"[[135.32282858]
 [133.76851333]
 [132.2320509 ]
 [132.2320509 ]]",133.39,1.28
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/aeroporto_M002_009.wav,M002,M,aeroporto,"[[139.28809013]
 [139.28809013]
 [138.48584976]]",139.02,0.38
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/aeroporto_M002_010.wav,M002,M,aeroporto,"[[136.10674575]
 [136.10674575]]",136.11,0.0
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/aeroporto_M003_001.wav,M003,M,aeroporto,[],,
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/aeroporto_M003_002.wav,M003,M,aeroporto,"[[111.83759473]
 [ 97.36028109]
 [ 95.68768974]]",101.63,7.25
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/aeroporto_M003_003.wav,M003,M,aeroporto,[[108.65379551]],108.65,0.0
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/aeroporto_M003_004.wav,M003,M,aeroporto,"[[113.13708499]
 [ 95.1365692 ]]",104.14,9.0
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/aeroporto_M003_005.wav,M003,M,aeroporto,[],,
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/aeroporto_M003_006.wav,M003,M,aeroporto,[],,
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/aeroporto_M003_007.wav,M003,M,aeroporto,[],,
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/aeroporto_M003_008.wav,M003,M,aeroporto,[[106.17213939]],106.17,0.0
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/aeroporto_M003_009.wav,M003,M,aeroporto,[],,
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/aeroporto_M003_010.wav,M003,M,aeroporto,"[[103.14962468]
 [103.14962468]
 [103.14962468]]",103.15,0.0
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/aeroporto_M004_001.wav,M004,M,aeroporto,[],,
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/aeroporto_M004_002.wav,M004,M,aeroporto,[],,
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/aeroporto_M004_003.wav,M004,M,aeroporto,[],,
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/aeroporto_M004_004.wav,M004,M,aeroporto,[[115.1146864]],115.11,0.0
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/aeroporto_M004_005.wav,M004,M,aeroporto,"[[134.54342644]
 [108.02799569]]",121.29,13.26
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/aeroporto_M004_006.wav,M004,M,aeroporto,[[112.48546333]],112.49,0.0
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/aeroporto_M004_007.wav,M004,M,aeroporto,[],,
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/aeroporto_M004_008.wav,M004,M,aeroporto,[[139.28809013]],139.29,0.0
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/aeroporto_M004_009.wav,M004,M,aeroporto,[[nan]],,
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/aeroporto_M004_010.wav,M004,M,aeroporto,[],,
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/aeroporto_M005_001.wav,M005,M,aeroporto,[],,
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/aeroporto_M005_002.wav,M005,M,aeroporto,[[nan]],,
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/aeroporto_M005_003.wav,M005,M,aeroporto,[],,
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/aeroporto_M005_004.wav,M005,M,aeroporto,[],,
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/aeroporto_M005_005.wav,M005,M,aeroporto,[],,
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/aeroporto_M005_006.wav,M005,M,aeroporto,[],,
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/aeroporto_M005_007.wav,M005,M,aeroporto,[],,
/mnt/c/Users/ferre/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/aeroporto_M005_008.wav,M005,M,aeroporto,[],,
