filepaths,users,genders,words,f0_prob,f0_mean,f0_std
/home/jovyan/work/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/aeroporto_F008_007.wav,F008,F,aeroporto,"[[206.45532104]
 [205.90481167]
 [205.57146953]
 [205.66935142]
 [206.33256897]
 [207.09715633]
 [207.4670144 ]
 [207.86168462]
 [208.1631034 ]
 [208.41803561]
 [208.76315042]
 [208.79810369]
 [208.82028983]
 [208.40355126]
 [206.77636216]
 [203.59511177]
 [204.31732851]
 [204.15489399]
 [203.23346695]
 [201.52742913]
 [198.99318366]
 [197.1956552 ]
 [193.55363093]
 [193.95258636]
 [194.71403836]
 [195.25024568]
 [196.52000382]
 [198.16149437]
 [199.86332248]
 [202.77452448]
 [205.77900551]
 [208.94617085]
 [212.29262577]
 [215.96170668]
 [218.41996714]
 [219.86996067]]",204.99,6.27
/home/jovyan/work/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/aeroporto_F008_008.wav,F008,F,aeroporto,"[[210.66813085]
 [210.09851525]
 [209.83452026]
 [209.21586337]
 [208.70120112]
 [208.24026519]
 [207.94751   ]
 [208.11034634]
 [208.35142244]
 [208.82899658]
 [208.83242174]
 [208.39004255]
 [207.78440075]
 [206.94679581]
 [206.49707742]
 [206.06108186]
 [205.39906063]
 [203.14527193]
 [202.91746034]
 [202.86120049]
 [201.81422934]
 [200.30521999]
 [198.61820679]
 [197.64986912]
 [203.07454497]
 [202.96944171]
 [202.340705  ]
 [202.28205312]
 [203.39902169]
 [205.34233113]
 [207.20180076]
 [209.35099298]
 [211.63513915]
 [213.44110071]
 [215.23964442]
 [216.75992299]
 [217.32044137]]",206.96,4.55
/home/jovyan/work/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/aeroporto_F008_009.wav,F008,F,aeroporto,"[[203.69714402]
 [203.59540511]
 [203.83112823]
 [204.83348066]
 [205.83968822]
 [206.0770647 ]
 [206.21113826]
 [206.2832163 ]
 [206.51087371]
 [206.57078535]
 [206.38827211]
 [205.72751517]
 [204.60127296]
 [203.19794841]
 [201.76598505]
 [200.41681966]
 [198.58354088]
 [201.47638634]
 [201.09830751]
 [200.70811036]
 [199.92192628]
 [198.8440404 ]
 [197.72494238]
 [213.78917703]
 [213.2297006 ]
 [213.64088048]
 [215.38664681]
 [217.11022107]
 [219.15788255]
 [221.11581723]
 [223.14407572]
 [225.37336725]
 [227.38439005]
 [229.22224407]
 [230.84966299]
 [231.7931445 ]
 [232.59248503]
 [232.59457694]]",211.06,10.93
/home/jovyan/work/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/aeroporto_F008_010.wav,F008,F,aeroporto,"[[211.33306765]
 [210.12850029]
 [210.04022206]
 [210.57313036]
 [211.27353891]
 [212.44660695]
 [213.17106739]
 [213.61055973]
 [213.61195221]
 [213.3005929 ]
 [212.91666121]
 [212.54790639]
 [212.03561882]
 [211.39061495]
 [210.84911916]
 [209.97365544]
 [208.70251797]
 [221.20303835]
 [222.57714558]
 [224.45267817]
 [226.20194111]
 [226.85798123]
 [169.87574157]
 [167.74251434]
 [165.62931351]
 [163.59924047]]",207.16,18.0
/home/jovyan/work/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/aeroporto_F009_001.wav,F009,F,aeroporto,"[[211.00215109]
 [209.32316873]
 [207.95898527]
 [206.24864322]
 [204.06964762]
 [201.2341702 ]
 [199.37485407]
 [198.45430657]
 [198.16239026]
 [198.07455351]
 [198.32770906]
 [198.53171767]
 [198.42766994]
 [198.34615081]
 [198.19047789]
 [197.94267475]
 [197.67214045]
 [197.72309043]
 [198.41891863]
 [199.30767302]
 [200.63709047]
 [202.39807075]
 [204.83535137]
 [208.63429234]
 [212.85316499]
 [220.31968502]
 [221.61797081]
 [256.04464596]
 [257.21765417]
 [259.25751776]
 [262.21396463]
 [264.8431214 ]
 [266.83781528]
 [267.55770307]
 [266.60928691]
 [199.1076198 ]
 [197.76112011]
 [196.3682482 ]
 [194.37683406]
 [191.95923784]
 [189.27506561]
 [187.69455942]
 [186.99166805]
 [186.57004355]
 [186.65873222]
 [186.47973967]
 [186.48339968]
 [186.64839789]
 [187.24239375]
 [188.66330573]
 [190.54775316]
 [191.87026953]
 [192.24448447]
 [230.8552782 ]
 [230.10235354]
 [229.20058965]
 [229.44348077]
 [229.77916382]
 [230.19947066]
 [230.78088024]
 [230.58944245]]",210.76,24.0
/home/jovyan/work/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/aeroporto_F009_002.wav,F009,F,aeroporto,"[[203.18843926]
 [203.01737899]
 [202.92895695]
 [202.80678797]
 [201.13866477]
 [199.17910632]
 [197.86398434]
 [196.96164014]
 [196.84294382]
 [196.5840434 ]
 [196.38108147]
 [196.0821724 ]
 [196.12114183]
 [196.18717865]
 [196.21158304]
 [196.29624575]
 [196.45278657]
 [197.00781481]
 [197.73124076]
 [198.66725211]
 [199.96415815]
 [202.15888575]
 [205.34521867]
 [208.49340143]
 [212.43001558]
 [216.4697743 ]
 [220.78712579]
 [260.18687068]
 [262.58709273]
 [264.91215189]
 [267.70266943]
 [270.07417709]
 [270.42383486]
 [198.84248709]
 [196.98696131]
 [195.33492575]
 [193.43712565]
 [191.17479144]
 [188.68372733]
 [187.02702603]
 [185.94041159]
 [185.56969707]
 [185.27048776]
 [185.09261784]
 [185.22581982]
 [185.15800929]
 [185.41808021]
 [185.55055932]
 [185.73889166]
 [185.62207421]
 [184.58418379]
 [184.28118062]
 [226.77523406]
 [225.09451822]
 [223.17366855]
 [221.75435925]
 [220.65024733]
 [220.47449465]
 [220.65033274]
 [221.1865908 ]]",206.4,23.1
/home/jovyan/work/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/aeroporto_F009_003.wav,F009,F,aeroporto,"[[197.4929912 ]
 [196.11360871]
 [194.7718078 ]
 [193.55026053]
 [192.81694307]
 [192.38997881]
 [192.17396231]
 [191.74014012]
 [191.23318051]
 [190.58281182]
 [190.1450429 ]
 [190.033605  ]
 [190.09557928]
 [190.72864686]
 [191.69869147]
 [192.56854449]
 [193.80763138]
 [194.79638734]
 [195.87200076]
 [197.11117885]
 [198.77894931]
 [200.97618518]
 [204.11318778]
 [207.69893806]
 [211.02445232]
 [215.0330602 ]
 [216.53717032]
 [265.04804302]
 [268.04025978]
 [269.34349845]
 [268.80230505]
 [199.13952741]
 [196.99037329]
 [194.8162008 ]
 [192.99609254]
 [192.11531781]
 [191.61635794]
 [191.07121405]
 [190.08488372]
 [189.35941563]
 [188.76490731]
 [188.55120423]
 [188.65170143]
 [189.11758593]
 [189.81137893]
 [190.74877917]
 [191.38200512]
 [191.90343909]
 [192.02510378]
 [229.00641933]
 [228.46981461]
 [227.5135373 ]
 [226.72732352]
 [225.66591548]
 [225.07167208]
 [225.12280939]]",203.96,21.45
/home/jovyan/work/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/aeroporto_F009_004.wav,F009,F,aeroporto,"[[195.67948929]
 [196.71994448]
 [197.62056269]
 [198.2725124 ]
 [198.90030454]
 [199.22987914]
 [198.79065163]
 [197.96653806]
 [197.18732958]
 [196.60975383]
 [196.33134173]
 [196.17370222]
 [196.0700863 ]
 [196.3285082 ]
 [196.82776618]
 [197.30657456]
 [198.02585663]
 [198.94605504]
 [200.54061322]
 [202.95247646]
 [206.19849022]
 [209.27926533]
 [212.44217468]
 [214.89687299]
 [216.06231654]
 [265.49804717]
 [270.06736686]
 [272.59094986]
 [275.41608675]
 [277.62027139]
 [198.08047215]
 [195.88137084]
 [193.84758883]
 [192.75155915]
 [192.58425541]
 [192.45775983]
 [192.26122515]
 [191.95419213]
 [191.61271465]
 [191.23166792]
 [190.58247121]
 [190.32662403]
 [190.23233755]
 [190.78350594]
 [191.26236854]
 [191.50732257]
 [191.48312986]
 [191.26768489]
 [222.94269219]
 [221.57900981]
 [220.62007619]
 [220.15190787]
 [220.81887655]
 [222.19470622]
 [225.03933782]
 [227.43332881]]",207.45,22.86
/home/jovyan/work/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/aeroporto_F009_005.wav,F009,F,aeroporto,"[[201.75207628]
 [201.25763128]
 [201.24335112]
 [201.07804615]
 [200.66749404]
 [200.31502633]
 [199.90772176]
 [199.303588  ]
 [198.62762062]
 [198.12579251]
 [198.08371018]
 [198.55532752]
 [199.16355651]
 [199.60591924]
 [199.99781999]
 [200.57517497]
 [201.6054919 ]
 [203.29486986]
 [205.48523322]
 [208.15518752]
 [211.30560907]
 [215.2793544 ]
 [231.85241393]
 [233.78101825]
 [271.58793757]
 [273.66869234]
 [276.90639554]
 [280.0319519 ]
 [281.09237368]
 [280.62630671]
 [201.20730825]
 [199.10808228]
 [196.82087677]
 [194.93792455]
 [193.32210164]
 [191.97871417]
 [190.95824174]
 [190.426069  ]
 [189.79249344]
 [189.46848898]
 [189.06639844]
 [188.98644322]
 [188.99774755]
 [189.41479105]
 [189.84113081]
 [190.03216078]
 [190.01548457]
 [190.04276675]
 [190.28539644]
 [191.08126912]
 [191.55919736]
 [218.78109036]
 [217.22823505]
 [215.91600383]
 [215.70917131]
 [216.25778002]
 [218.0335887 ]
 [220.24999253]
 [222.67663064]
 [225.86862063]]",209.52,25.22
/home/jovyan/work/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/aeroporto_F009_006.wav,F009,F,aeroporto,"[[201.955675  ]
 [201.25869727]
 [199.99775487]
 [199.36222593]
 [198.88967899]
 [198.86848123]
 [199.13333063]
 [199.11255534]
 [198.8961607 ]
 [198.75956811]
 [199.15166103]
 [199.58625888]
 [199.63289198]
 [199.50271236]
 [199.3846158 ]
 [199.60731705]
 [200.28717117]
 [201.6145355 ]
 [203.72031402]
 [206.2479238 ]
 [209.09509568]
 [212.75807391]
 [217.20098202]
 [221.06757515]
 [224.02090991]
 [226.01706565]
 [227.55274052]
 [264.59734335]
 [267.20945146]
 [269.2667903 ]
 [270.3571871 ]
 [270.11165781]
 [197.78520756]
 [195.11419244]
 [192.5548753 ]
 [191.12567685]
 [190.23328533]
 [189.63872082]
 [189.03504898]
 [188.72289467]
 [188.58635828]
 [188.72398117]
 [188.75461484]
 [188.80915073]
 [189.04441485]
 [189.7472324 ]
 [190.71285185]
 [191.54759296]
 [191.80573102]
 [191.43677438]
 [224.09723095]
 [223.30816289]
 [222.5989103 ]
 [222.84758281]
 [223.44008675]
 [224.63081894]
 [225.60295913]
 [226.00386851]]",208.8,22.06
/home/jovyan/work/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/aeroporto_F009_007.wav,F009,F,aeroporto,"[[203.58000857]
 [202.48976222]
 [201.13535305]
 [199.6872113 ]
 [199.09428708]
 [198.70153855]
 [198.4978481 ]
 [198.2912462 ]
 [198.10139566]
 [198.01561844]
 [197.9799647 ]
 [198.07978633]
 [198.381806  ]
 [198.67026933]
 [199.1161403 ]
 [199.84519136]
 [200.85604518]
 [202.00583222]
 [203.12575221]
 [204.46011834]
 [206.64679145]
 [208.98852993]
 [212.76003852]
 [217.68535342]
 [222.11921651]
 [226.11181103]
 [230.3966071 ]
 [234.29079206]
 [236.68483312]
 [277.26758259]
 [278.47200742]
 [279.74836969]
 [279.93212557]
 [197.76456858]
 [195.6142886 ]
 [193.33371213]
 [192.39771213]
 [191.80153049]
 [191.07042527]
 [190.17042426]
 [189.70691698]
 [189.46924215]
 [189.3379171 ]
 [189.23883659]
 [189.17024012]
 [188.92824932]
 [188.76550975]
 [188.85496417]
 [189.58752202]
 [190.87549852]
 [191.7307976 ]
 [222.15256161]
 [221.47932819]
 [221.35925782]
 [222.99230618]
 [226.98728172]
 [230.31445384]
 [232.77144953]
 [233.90604983]
 [234.01984262]]",209.92,23.38
/home/jovyan/work/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/aeroporto_F009_008.wav,F009,F,aeroporto,"[[200.54505001]
 [200.40656067]
 [200.56161227]
 [200.5057387 ]
 [199.52407996]
 [198.44586023]
 [197.39718701]
 [196.80773882]
 [196.7122551 ]
 [196.89385982]
 [197.38580861]
 [197.9749532 ]
 [198.70231409]
 [200.00887123]
 [202.15720894]
 [204.24572901]
 [206.35792435]
 [208.34254284]
 [211.53863085]
 [216.18467069]
 [220.49159338]
 [224.85319322]
 [228.50979725]
 [231.8502526 ]
 [234.30527955]
 [278.67338854]
 [280.72338901]
 [282.74309744]
 [283.70257409]
 [283.6547125 ]
 [199.93988323]
 [197.77077739]
 [195.89969665]
 [194.31320952]
 [193.11142012]
 [192.41045361]
 [191.76969871]
 [191.18502984]
 [190.88224823]
 [190.90263313]
 [190.74811529]
 [190.48379668]
 [190.41244285]
 [191.20316028]
 [192.44241567]
 [193.14777224]
 [234.14505096]
 [233.18634453]
 [231.99659236]
 [231.42087229]
 [230.909047  ]]",212.32,26.78
/home/jovyan/work/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/aeroporto_F009_009.wav,F009,F,aeroporto,"[[205.81934499]
 [203.80959836]
 [200.9767577 ]
 [198.84833852]
 [197.46583189]
 [196.65280472]
 [195.78699971]
 [194.91442403]
 [194.55627409]
 [194.70641006]
 [195.14234225]
 [195.52341086]
 [196.32583786]
 [197.34207481]
 [198.53813132]
 [200.37414683]
 [202.9321203 ]
 [205.90649043]
 [209.16968478]
 [213.64984369]
 [235.60792586]
 [275.34583033]
 [275.98073171]
 [277.13509709]
 [278.45621593]
 [279.3404234 ]
 [278.66922011]
 [198.4721517 ]
 [197.3000505 ]
 [196.53897538]
 [196.18624924]
 [195.78463961]
 [195.04043872]
 [194.32104194]
 [193.61022206]
 [192.44496413]
 [191.75851759]
 [191.81590908]
 [192.41480656]
 [193.53760017]
 [194.95829314]
 [196.41439345]
 [197.20356563]
 [197.65476682]
 [232.1079327 ]
 [232.27173431]
 [233.32408252]
 [235.34064984]
 [245.10989683]
 [246.30301161]]",212.78,27.86
/home/jovyan/work/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/aeroporto_F009_010.wav,F009,F,aeroporto,"[[205.89635288]
 [205.56468071]
 [204.93440742]
 [204.17522909]
 [203.70300408]
 [203.86644661]
 [204.23912052]
 [204.67276418]
 [204.99585841]
 [205.48481325]
 [206.13667675]
 [206.67985648]
 [206.89357655]
 [206.64877677]
 [206.54758987]
 [206.81794344]
 [207.58417335]
 [208.37264088]
 [208.76305384]
 [209.33174412]
 [209.45162594]
 [208.72289241]
 [222.5924182 ]
 [223.67644623]
 [224.84014262]
 [225.56787011]
 [225.61317023]
 [224.13160383]
 [194.96135971]
 [191.73151743]
 [188.56422747]
 [186.39886525]
 [184.81538553]
 [183.20151918]
 [182.18394785]
 [181.12757168]
 [179.90738323]
 [178.80069169]
 [177.18125104]]",202.94,13.55
/home/jovyan/work/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/aeroporto_F010_001.wav,F010,F,aeroporto,"[[181.76740647]
 [182.13821047]
 [182.71283965]
 [183.84313188]
 [185.1530662 ]
 [185.57605736]
 [185.47699323]
 [185.22736237]
 [184.83129261]
 [184.45245051]
 [184.49532082]
 [184.89508096]
 [185.50575678]
 [186.59967136]
 [188.26377338]
 [190.03092932]
 [192.39928435]
 [194.81769675]
 [196.75533358]
 [198.55596929]
 [199.89861781]
 [200.65309367]
 [202.01257409]
 [204.44628336]
 [207.80224938]
 [210.87265274]
 [212.610751  ]
 [214.48055262]
 [216.29538078]
 [216.29664969]
 [175.40521804]
 [173.15395698]
 [171.80674833]
 [171.05451416]
 [170.2311122 ]
 [169.86078157]
 [169.90604471]
 [170.09902215]
 [169.92377518]
 [183.22293966]
 [182.58815258]
 [181.4586984 ]
 [180.74006516]
 [179.83824533]]",188.14,13.32
/home/jovyan/work/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/aeroporto_F010_002.wav,F010,F,aeroporto,"[[178.45063564]
 [179.59700432]
 [180.5171424 ]
 [180.55168462]
 [180.11257224]
 [179.68324481]
 [179.1690152 ]
 [178.60067365]
 [178.24735266]
 [178.62323297]
 [179.47502917]
 [180.49464321]
 [180.88337656]
 [181.1999747 ]
 [182.40815354]
 [183.67281923]
 [185.36140641]
 [186.6114424 ]
 [187.17912724]
 [187.15000436]
 [186.00703705]
 [201.37363669]
 [203.50462663]
 [206.26701331]
 [208.87266106]
 [210.26648984]
 [210.51336882]
 [179.9910848 ]
 [178.29601851]
 [176.59758376]
 [175.78507811]
 [175.18262733]
 [174.737356  ]
 [174.37143432]
 [173.92068598]
 [173.3754314 ]
 [172.64681946]
 [171.3297538 ]
 [181.06292264]
 [180.64894616]
 [180.28382148]
 [181.41754455]
 [183.10398886]
 [184.92948572]
 [185.56781523]]",183.51,9.96
/home/jovyan/work/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/aeroporto_F010_003.wav,F010,F,aeroporto,"[[175.41157618]
 [175.50714304]
 [175.69721015]
 [176.18896262]
 [176.30852619]
 [176.51424743]
 [176.32760249]
 [175.99013382]
 [175.76785221]
 [176.48823614]
 [177.23953338]
 [177.83554034]
 [178.91807223]
 [179.87214963]
 [181.04420794]
 [182.24302935]
 [183.32974387]
 [184.19509026]
 [184.35451785]
 [184.06966581]
 [183.48002964]
 [183.66672977]
 [201.05331688]
 [203.45135564]
 [206.28243795]
 [208.33413887]
 [209.01967212]
 [208.62052861]
 [172.39389233]
 [171.40907572]
 [170.7692633 ]
 [170.66349304]
 [170.61505692]
 [170.60117692]
 [170.46921464]
 [170.90963461]
 [172.03500211]
 [173.52073485]
 [174.47175873]
 [174.8604029 ]]",181.0,11.39
/home/jovyan/work/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/aeroporto_F010_004.wav,F010,F,aeroporto,"[[175.77969444]
 [175.65227453]
 [175.79585805]
 [175.76517333]
 [175.93102553]
 [175.67643477]
 [175.06676585]
 [174.48576241]
 [174.33351157]
 [174.64604619]
 [175.47165363]
 [176.95966579]
 [178.6770945 ]
 [180.07551167]
 [181.39419351]
 [182.73250882]
 [184.40044696]
 [186.17259948]
 [187.00943569]
 [187.32494578]
 [186.35432873]
 [185.84311373]
 [204.9671377 ]
 [207.30165255]
 [208.86639558]
 [210.50883502]
 [211.01637108]
 [211.08095135]
 [172.03340715]
 [171.3501407 ]
 [171.2802483 ]
 [171.99184046]
 [172.57108775]
 [172.83255188]
 [172.90124434]
 [172.7300678 ]
 [172.64124522]
 [172.76630575]
 [172.86778981]
 [172.62829066]
 [179.05627749]
 [177.85732365]
 [177.30853212]
 [177.98280974]
 [178.62253688]
 [178.61888105]]",181.25,11.62
/home/jovyan/work/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/aeroporto_F010_005.wav,F010,F,aeroporto,"[[178.39471448]
 [178.31997392]
 [178.43537962]
 [178.56679949]
 [178.56884932]
 [178.08351947]
 [177.83432031]
 [177.29612244]
 [177.32589782]
 [177.97005924]
 [178.55374947]
 [179.29893235]
 [180.64707889]
 [181.81118935]
 [183.55368612]
 [186.07690077]
 [187.93593479]
 [189.46766489]
 [189.57273195]
 [188.63215234]
 [205.83542513]
 [208.96708809]
 [211.14097424]
 [213.32468675]
 [214.81693753]
 [215.26596448]
 [180.89121319]
 [179.66551724]
 [178.39768412]
 [177.89923733]
 [178.46050638]
 [179.0544729 ]
 [179.8792059 ]
 [180.99039079]
 [181.52273801]
 [182.17113192]
 [182.93249628]
 [183.85622021]
 [185.5431382 ]
 [186.69156416]
 [201.96952703]
 [201.21458774]
 [200.4795792 ]
 [201.36131056]
 [202.45518685]
 [203.87960601]]",187.94,11.94
/home/jovyan/work/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/aeroporto_F010_006.wav,F010,F,aeroporto,"[[177.38094336]
 [177.76348053]
 [177.56507375]
 [177.40053445]
 [177.17717048]
 [177.1588765 ]
 [176.16265883]
 [174.75515448]
 [173.23608331]
 [172.11897621]
 [171.8470917 ]
 [172.17058829]
 [173.49871755]
 [175.74666014]
 [178.53593666]
 [180.48409529]
 [182.48054942]
 [184.17383509]
 [184.81022757]
 [184.62615921]
 [183.48734177]
 [182.15288555]
 [198.30236771]
 [199.53125483]
 [201.05721056]
 [202.68485925]
 [203.46431771]
 [203.10376608]
 [201.79349913]
 [183.38096489]
 [181.52919881]
 [179.66968965]
 [178.31889439]
 [178.16762119]
 [178.49881299]
 [179.48181592]
 [180.15001634]
 [180.50337871]
 [180.66747304]
 [180.99850279]
 [181.48515104]
 [182.27813203]
 [182.87905521]
 [183.36369589]]",182.64,8.85
/home/jovyan/work/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/aeroporto_F010_007.wav,F010,F,aeroporto,"[[177.58610494]
 [177.64870278]
 [178.65307955]
 [179.43540779]
 [179.86595389]
 [180.75020363]
 [181.21923976]
 [181.79176181]
 [182.68269307]
 [183.60156486]
 [184.72165805]
 [185.60010601]
 [186.51751246]
 [187.41373949]
 [188.55692725]
 [189.90061695]
 [190.99420169]
 [191.71520283]
 [192.20039842]
 [194.08763262]
 [205.62754472]
 [209.82620797]
 [211.65350632]
 [213.0092822 ]
 [214.38864987]
 [215.93149068]
 [216.52561151]
 [216.36702898]
 [200.35144124]
 [198.34361104]
 [196.18309246]
 [192.35757273]
 [188.75771133]
 [187.02627464]
 [186.37815732]
 [186.55161082]
 [187.47531249]
 [188.49457438]
 [189.46861993]
 [191.0104924 ]
 [192.8499879 ]
 [195.30379874]
 [197.20982916]
 [198.55790692]
 [198.6918602 ]
 [194.01863716]
 [194.72193519]
 [216.6872116 ]
 [215.5474268 ]
 [216.0601855 ]
 [218.37494187]]",194.68,12.24
/home/jovyan/work/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/aeroporto_F010_008.wav,F010,F,aeroporto,"[[180.52010805]
 [181.13845829]
 [181.64516849]
 [181.72303017]
 [181.98834126]
 [182.2242946 ]
 [182.19498291]
 [182.27095972]
 [182.07764656]
 [181.80804817]
 [181.1968336 ]
 [180.97457673]
 [181.49076964]
 [183.24003019]
 [184.70596034]
 [185.88194903]
 [186.36075963]
 [186.56262042]
 [186.69706216]
 [187.71948267]
 [189.81924127]
 [192.84722639]
 [194.90680471]
 [196.56745   ]
 [198.32349893]
 [200.58683151]
 [203.69997516]
 [207.40400535]
 [209.76385543]
 [211.19448229]
 [191.29043738]
 [188.96507744]
 [186.79545653]
 [185.8129166 ]
 [184.87106674]
 [184.24046162]
 [184.16744891]
 [184.64467082]
 [185.37931898]
 [186.74338077]
 [188.28136651]
 [190.16608783]
 [192.17761799]
 [194.08895009]
 [194.99020079]
 [195.21852424]
 [212.64024285]
 [212.18859708]
 [219.89014922]
 [220.78456067]]",191.02,10.67
/home/jovyan/work/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/aeroporto_F010_009.wav,F010,F,aeroporto,"[[179.3244654 ]
 [178.98678808]
 [179.42746363]
 [179.73654584]
 [179.64823235]
 [179.38765413]
 [179.73684062]
 [180.599178  ]
 [182.14096213]
 [184.03127858]
 [185.41396616]
 [186.62917718]
 [187.51938611]
 [187.92539995]
 [187.7329332 ]
 [186.76243159]
 [185.3205267 ]
 [193.90500661]
 [196.24071986]
 [197.61039328]
 [199.19086035]
 [201.43588581]
 [204.32666492]
 [206.74697492]
 [207.84576439]
 [207.66655802]
 [205.95949473]
 [191.43067151]
 [188.94946716]
 [186.63612353]
 [185.56358396]
 [185.04246059]
 [184.95850909]
 [185.32368131]
 [185.78635991]
 [186.48279693]
 [187.61104252]
 [188.88341276]
 [190.38675678]
 [191.78967582]
 [192.45148306]
 [192.71614979]
 [192.0303694 ]
 [207.6086792 ]
 [206.80044434]
 [206.46914348]
 [206.84822   ]]",190.96,9.24
/home/jovyan/work/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/aeroporto_F010_010.wav,F010,F,aeroporto,"[[180.00617286]
 [181.43707514]
 [181.81752616]
 [181.89809761]
 [181.2501572 ]
 [180.81954602]
 [180.129453  ]
 [179.93150425]
 [180.54543982]
 [181.08183423]
 [181.84647823]
 [183.39113127]
 [184.9672498 ]
 [186.607391  ]
 [188.0707474 ]
 [189.54089639]
 [190.49192935]
 [190.71754583]
 [190.05827184]
 [201.18387364]
 [203.72364961]
 [205.84427019]
 [208.15749638]
 [210.67140875]
 [213.03240753]
 [197.12768401]
 [195.73719653]
 [193.42076459]
 [190.8914971 ]
 [188.44855628]
 [187.19349914]
 [186.66139914]
 [186.67650879]
 [187.17460898]
 [187.83341505]
 [188.06429972]
 [188.09701952]
 [188.29500631]
 [188.74916747]
 [189.88151437]
 [190.90641571]
 [191.31227656]
 [210.86251745]
 [209.41439432]
 [207.59083938]]",190.92,9.52
/home/jovyan/work/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/aeroporto_F011_001.wav,F011,F,aeroporto,"[[224.1407728 ]
 [221.68621395]
 [218.79311441]
 [216.69314189]
 [215.24200911]
 [214.16157802]
 [213.72660441]
 [213.72112   ]
 [214.62006734]
 [216.0589437 ]
 [217.95029704]
 [219.58601276]
 [221.58467021]
 [222.94566167]
 [223.68983708]
 [223.36866181]
 [222.64766163]
 [221.36251495]
 [219.95949188]
 [218.49743086]
 [217.09958014]
 [215.07835071]
 [208.98880453]
 [225.5469468 ]
 [227.01305171]
 [226.95321278]
 [226.39001178]
 [225.0533681 ]
 [212.1707027 ]
 [210.33283774]
 [208.24580525]
 [206.46159186]
 [204.94677067]
 [203.67698968]
 [202.20365721]
 [201.45167069]
 [201.2996002 ]
 [201.96911714]
 [203.98738761]
 [206.37175999]
 [207.97458501]
 [208.36522919]
 [207.95290171]
 [218.76437578]]",214.97,7.79
/home/jovyan/work/OneDrive/Documentos/Doutorado/dataset/GPS_cmd_16k_renamed/aeroporto_F011_002.wav,F011,F,aeroporto,"[[223.99702619]
 [221.39700069]
 [219.86415407]
 [218.89697511]
 [217.72377201]
 [216.39588282]
 [215.41271406]
 [215.20338113]
 [215.19958713]
 [215.24333034]
 [214.83018725]
 [213.89739132]
 [212.86496933]
 [211.82281808]
 [211.28575798]
 [210.90583352]
 [211.2450914 ]
 [211.92896476]
 [212.71230032]
 [213.78972088]
 [215.04222733]
 [215.07631688]
 [228.9232998 ]
 [230.72742636]
 [231.60313845]
 [232.10464373]
 [232.80780581]
 [233.14476785]
 [233.11239026]
 [212.59794719]
 [210.35398335]
 [208.8438172 ]
 [207.69756232]
 [207.19696372]
 [207.00932555]
 [207.26975092]
 [207.38551904]
 [207.77489731]
 [208.566135  ]
 [209.26842715]
 [210.40533802]
 [225.43187304]
 [226.48438925]
 [227.62609587]
 [228.20280576]]",217.09,8.32
